listing_id,make,model,family,year,age,mileage,condition,seller_type,region,season,title_status,engine_cc,horsepower,torque_ft_lbs,weight_lbs,power_to_weight,abs,carbon_fiber,mods_score,service_records,num_photos,description_score,days_on_market,listing_price,synthetic_fair_market_value,deal_delta_pct,deal_quality
L00449,Buell,Super Cruiser,performance cruiser,2025,1,2179,very good,auction,Southwest,winter,clean,1190,175,94,485,0.3608,1,0,0.076,0,9,0.368,30,32000.0,30986.19,0.0327,market price
L00450,Buell,Super Cruiser,performance cruiser,2025,1,2634,very good,dealer,Midwest,summer,clean,1190,175,94,485,0.3608,1,0,0.288,1,8,0.693,30,32000.0,34000.0,-0.0588,fair deal
L00451,Buell,1190SX,streetfighter,2015,11,5543,very good,dealer,Southeast,winter,clean,1190,185,102,414,0.4469,1,1,0.107,0,6,0.539,42,5911.63,6766.16,-0.1263,strong deal
L00452,Buell,Hammerhead 1190,superbike,2026,0,20,very good,private,Southeast,spring,clean,1190,185,102,419,0.4415,1,1,0.389,0,10,0.607,34,29158.32,31392.59,-0.0712,fair deal
L00453,KTM,1290 Super Duke R,naked,2017,9,56631,very good,auction,Mountain,fall,clean,1301,177,103,440,0.4023,1,0,0.316,1,16,0.857,17,3842.74,3750.77,0.0245,market price
L00454,Buell,XB12R Firebolt,sportbike,2008,18,19211,good,private,Southwest,summer,clean,1203,103,84,395,0.2608,0,0,0.09,1,11,1.0,29,1200.0,1198.02,0.0017,market price
L00455,Buell,XB12R Firebolt,sportbike,2008,18,53272,good,private,Southeast,winter,clean,1203,103,84,395,0.2608,0,0,0.323,1,9,0.573,13,1200.0,1000.0,0.2,overpriced
L00456,Buell,Blast,standard,2007,19,20954,excellent,dealer,Southeast,summer,lien,492,34,30,360,0.0944,0,0,0.518,1,10,0.567,10,1200.0,1000.0,0.2,overpriced
L00457,Buell,1190SX,streetfighter,2024,2,424,excellent,dealer,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.452,1,9,0.637,38,31691.26,26054.27,0.2164,overpriced
L00458,Buell,1125CR,streetfighter,2010,16,3824,excellent,private,Northeast,winter,clean,1125,146,82,375,0.3893,0,0,0.323,1,10,0.783,9,3063.78,2512.94,0.2192,overpriced
L00459,Buell,Blast,standard,2007,19,138313,good,auction,Southwest,spring,clean,492,34,30,360,0.0944,0,0,0.018,1,9,0.336,33,1200.0,1000.0,0.2,overpriced
L00460,Buell,Hammerhead 1190,superbike,2026,0,152,good,private,West Coast,spring,clean,1190,185,102,419,0.4415,1,1,0.238,1,14,0.523,52,32000.0,33179.56,-0.0356,market price
L00461,Buell,1190SX,streetfighter,2019,7,16819,very good,private,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.394,1,7,0.451,16,7676.3,9720.52,-0.2103,strong deal
L00462,Buell,Blast,standard,2000,26,152856,fair,private,West Coast,winter,clean,492,34,30,360,0.0944,0,0,0.616,0,18,0.335,35,1200.0,1000.0,0.2,overpriced
L00463,Buell,Super Cruiser,performance cruiser,2025,1,2056,excellent,private,Mountain,spring,clean,1190,175,94,485,0.3608,1,0,0.163,1,13,0.746,17,32000.0,34000.0,-0.0588,fair deal
L00464,Yamaha,MT-09,naked,2023,3,13086,good,private,Mountain,spring,lien,890,117,68,417,0.2806,1,0,0.241,1,17,0.989,35,5843.83,6043.48,-0.033,market price
L00465,Ducati,Monster,naked,2012,14,34957,good,dealer,Northeast,fall,clean,937,111,69,414,0.2681,1,0,0.847,1,9,0.446,38,1978.42,1999.27,-0.0104,market price
L00466,Buell,1125CR,streetfighter,2009,17,101849,very good,dealer,Southwest,spring,clean,1125,146,82,375,0.3893,0,0,0.085,1,8,0.389,14,1200.0,1000.0,0.2,overpriced
L00467,Buell,Hammerhead 1190,superbike,2026,0,903,very good,private,Midwest,summer,lien,1190,185,102,419,0.4415,1,1,0.602,0,13,0.814,15,26601.45,29024.67,-0.0835,fair deal
L00468,BMW,S1000R,naked,2017,9,24534,good,dealer,West Coast,summer,clean,999,165,84,438,0.3767,1,0,0.361,0,10,0.707,14,4091.19,4600.0,-0.1106,fair deal
L00469,Harley-Davidson,Sportster S,performance cruiser,2026,0,20,very good,auction,Southeast,summer,clean,1252,121,94,502,0.241,1,0,0.399,1,6,0.76,21,17880.63,18964.94,-0.0572,fair deal
L00470,BMW,S1000R,naked,2021,5,18839,good,auction,Midwest,spring,clean,999,165,84,438,0.3767,1,0,0.502,1,1,0.067,42,8412.89,6966.58,0.2076,overpriced
L00471,Buell,1190SX,streetfighter,2022,4,10451,good,private,Midwest,spring,clean,1190,185,102,414,0.4469,1,1,0.347,0,17,0.695,17,12804.73,13686.53,-0.0644,fair deal
L00472,Buell,Hammerhead 1190,superbike,2023,3,10526,excellent,private,West Coast,spring,clean,1190,185,102,419,0.4415,1,1,0.317,1,14,0.505,15,24585.51,24261.98,0.0133,market price
L00473,Harley-Davidson,Sportster S,performance cruiser,2026,0,1008,poor,private,Southwest,winter,clean,1252,121,94,502,0.241,1,0,0.589,1,9,0.404,36,11333.1,12502.35,-0.0935,fair deal
L00474,Buell,Super Cruiser,performance cruiser,2025,1,321,good,auction,Mountain,winter,lien,1190,175,94,485,0.3608,1,0,0.462,1,14,0.475,21,32000.0,30392.19,0.0529,market price
L00475,Buell,1190SX,streetfighter,2015,11,52582,very good,dealer,West Coast,spring,clean,1190,185,102,414,0.4469,1,1,0.27,1,16,0.395,18,4681.09,4696.68,-0.0033,market price
L00476,Buell,1125CR,streetfighter,2010,16,16780,fair,dealer,Northeast,summer,clean,1125,146,82,375,0.3893,0,0,0.378,1,16,0.592,13,1802.76,1841.77,-0.0212,market price
L00477,Buell,Super Cruiser,performance cruiser,2025,1,1505,poor,auction,Southeast,summer,clean,1190,175,94,485,0.3608,1,0,0.682,0,17,1.0,36,22849.12,23376.87,-0.0226,market price
L00478,Buell,Hammerhead 1190,superbike,2026,0,587,fair,private,West Coast,summer,clean,1190,185,102,419,0.4415,1,1,0.459,1,12,0.969,8,32000.0,28980.86,0.1042,overpriced
L00479,Ducati,Monster,naked,2017,9,11826,very good,auction,Southeast,fall,clean,937,111,69,414,0.2681,1,0,0.823,1,17,0.568,16,4004.97,4549.36,-0.1197,fair deal
L00480,Buell,1125CR,streetfighter,2010,16,24766,good,dealer,Midwest,winter,clean,1125,146,82,375,0.3893,0,0,0.283,1,13,0.896,17,1566.86,1553.85,0.0084,market price
L00481,Buell,Hammerhead 1190,superbike,2026,0,1023,good,dealer,Northeast,spring,clean,1190,185,102,419,0.4415,1,1,0.27,0,5,0.559,16,32000.0,31956.77,0.0014,market price
L00482,Buell,1125CR,streetfighter,2009,17,98432,excellent,private,Mountain,fall,clean,1125,146,82,375,0.3893,0,0,0.206,1,4,0.688,47,1200.0,1000.0,0.2,overpriced
L00483,Buell,1125CR,streetfighter,2009,17,54062,very good,dealer,Southwest,fall,clean,1125,146,82,375,0.3893,0,0,0.484,0,15,0.421,23,1200.0,1076.34,0.1149,overpriced
L00484,Buell,1190SX,streetfighter,2022,4,10647,very good,private,Southeast,winter,clean,1190,185,102,414,0.4469,1,1,0.475,1,13,1.0,35,18969.62,14736.87,0.2872,overpriced
L00485,Yamaha,MT-09,naked,2026,0,614,very good,private,Mountain,spring,clean,890,117,68,417,0.2806,1,0,0.575,1,10,0.762,24,11800.64,12295.53,-0.0402,fair deal
L00486,Buell,1125CR,streetfighter,2010,16,79882,very good,private,West Coast,spring,lien,1125,146,82,375,0.3893,0,0,0.645,0,10,0.855,34,1200.0,1000.0,0.2,overpriced
L00487,Buell,Hammerhead 1190,superbike,2026,0,20,excellent,auction,West Coast,spring,clean,1190,185,102,419,0.4415,1,1,0.036,1,10,0.756,41,32000.0,34000.0,-0.0588,fair deal
L00488,Buell,Hammerhead 1190,superbike,2023,3,8730,excellent,auction,Mountain,fall,clean,1190,185,102,419,0.4415,1,1,0.114,0,15,0.717,7,19380.86,18975.09,0.0214,market price
L00489,BMW,S1000R,naked,2022,4,4991,very good,private,Southeast,fall,clean,999,165,84,438,0.3767,1,0,0.474,1,7,0.526,15,10525.01,10356.45,0.0163,market price
L00490,Buell,XB12R Firebolt,sportbike,2008,18,46194,very good,private,Midwest,winter,clean,1203,103,84,395,0.2608,0,0,0.451,1,14,0.498,35,1200.0,1000.0,0.2,overpriced
L00491,Ducati,Monster,naked,2020,6,30215,good,private,Mountain,summer,lien,937,111,69,414,0.2681,1,0,0.782,1,11,0.73,23,4786.13,4834.03,-0.0099,market price
L00492,KTM,1290 Super Duke R,naked,2016,10,26742,excellent,private,Mountain,spring,clean,1301,177,103,440,0.4023,1,0,0.022,1,10,0.664,17,7007.77,5990.33,0.1698,overpriced
L00493,Buell,1125CR,streetfighter,2009,17,54199,fair,private,Mountain,spring,clean,1125,146,82,375,0.3893,0,0,0.411,1,13,0.556,32,1200.0,1000.0,0.2,overpriced
L00494,KTM,1290 Super Duke R,naked,2022,4,7952,excellent,private,Southwest,fall,clean,1301,177,103,440,0.4023,1,0,0.305,0,14,0.849,32,14617.05,14499.68,0.0081,market price
L00495,BMW,S1000R,naked,2016,10,55660,very good,private,Southwest,spring,clean,999,165,84,438,0.3767,1,0,0.393,0,7,0.384,6,2569.99,2594.27,-0.0094,market price
L00496,Buell,Super Cruiser,performance cruiser,2025,1,1690,very good,private,Southeast,winter,lien,1190,175,94,485,0.3608,1,0,0.479,1,14,0.612,38,30636.14,33104.22,-0.0746,fair deal
L00497,Buell,Blast,standard,2003,23,139222,good,private,Northeast,winter,clean,492,34,30,360,0.0944,0,0,0.451,1,6,0.773,8,1200.0,1000.0,0.2,overpriced
L00498,KTM,1290 Super Duke R,naked,2015,11,17859,very good,private,Northeast,winter,clean,1301,177,103,440,0.4023,1,0,0.752,1,16,0.472,22,6236.57,5546.33,0.1244,overpriced
L00499,Buell,1190SX,streetfighter,2023,3,11012,good,private,Southwest,spring,clean,1190,185,102,414,0.4469,1,1,0.463,1,13,0.388,27,16638.35,17792.89,-0.0649,fair deal
L00500,Buell,Hammerhead 1190,superbike,2024,2,4431,very good,private,Midwest,fall,lien,1190,185,102,419,0.4415,1,1,0.36,0,13,0.601,48,22561.73,20223.22,0.1156,overpriced
L00501,Buell,Super Cruiser,performance cruiser,2026,0,471,good,private,Mountain,spring,clean,1190,175,94,485,0.3608,1,0,0.367,1,8,0.569,19,32000.0,34000.0,-0.0588,fair deal
L00502,Buell,Hammerhead 1190,superbike,2026,0,962,very good,private,Southeast,summer,clean,1190,185,102,419,0.4415,1,1,0.234,1,6,0.646,11,22973.89,31978.83,-0.2816,strong deal
L00503,BMW,S1000R,naked,2022,4,21054,very good,private,Northeast,spring,clean,999,165,84,438,0.3767,1,0,0.625,1,20,0.607,58,10921.46,9522.05,0.147,overpriced
L00504,Buell,Super Cruiser,performance cruiser,2025,1,321,good,dealer,Southeast,fall,clean,1190,175,94,485,0.3608,1,0,0.483,0,16,0.61,29,32000.0,34000.0,-0.0588,fair deal
L00505,Buell,1125CR,streetfighter,2009,17,58063,excellent,private,Southeast,winter,rebuilt,1125,146,82,375,0.3893,0,0,0.511,0,9,0.587,41,1200.0,1000.0,0.2,overpriced
L00506,Buell,Blast,standard,2006,20,83703,very good,auction,Southwest,spring,clean,492,34,30,360,0.0944,0,0,0.14,1,8,0.467,5,1200.0,1000.0,0.2,overpriced
L00507,KTM,1290 Super Duke R,naked,2026,0,2126,very good,auction,Southwest,summer,clean,1301,177,103,440,0.4023,1,0,0.328,1,10,0.531,26,25064.02,25023.56,0.0016,market price
L00508,Buell,1190SX,streetfighter,2014,12,56194,good,private,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.131,1,9,0.302,14,2806.42,2733.97,0.0265,market price
L00509,Buell,Super Cruiser,performance cruiser,2026,0,20,excellent,private,Southeast,spring,lien,1190,175,94,485,0.3608,1,0,0.047,1,10,0.79,24,32000.0,34000.0,-0.0588,fair deal
L00510,Buell,Blast,standard,2005,21,57535,very good,private,Midwest,summer,clean,492,34,30,360,0.0944,0,0,0.531,0,2,0.896,22,1200.0,1000.0,0.2,overpriced
L00511,BMW,S1000R,naked,2020,6,22991,very good,dealer,Northeast,fall,clean,999,165,84,438,0.3767,1,0,0.622,0,1,0.459,32,6661.73,6910.05,-0.0359,market price
L00512,KTM,1290 Super Duke R,naked,2025,1,653,good,private,Mountain,spring,clean,1301,177,103,440,0.4023,1,0,0.158,1,4,0.769,16,21533.02,21185.88,0.0164,market price
L00513,Yamaha,MT-09,naked,2026,0,663,excellent,dealer,Southeast,summer,clean,890,117,68,417,0.2806,1,0,0.0,1,14,0.655,22,12279.9,12833.65,-0.0431,fair deal
L00514,KTM,1290 Super Duke R,naked,2026,0,1021,good,auction,West Coast,fall,rebuilt,1301,177,103,440,0.4023,1,0,0.0,1,17,0.626,24,12860.38,16014.64,-0.197,strong deal
L00515,Buell,Blast,standard,2006,20,47593,good,private,Mountain,spring,clean,492,34,30,360,0.0944,0,0,0.17,1,14,0.437,25,1200.0,1000.0,0.2,overpriced
L00516,Buell,Blast,standard,2002,24,110218,good,private,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.453,1,8,0.978,15,1200.0,1000.0,0.2,overpriced
L00517,Harley-Davidson,Sportster S,performance cruiser,2025,1,2519,fair,private,Southeast,fall,clean,1252,121,94,502,0.241,1,0,0.037,0,7,0.601,16,9723.77,11483.79,-0.1533,strong deal
L00518,Buell,1190SX,streetfighter,2025,1,1843,good,private,Southwest,spring,clean,1190,185,102,414,0.4469,1,1,0.511,1,11,0.636,48,26859.54,25751.09,0.043,market price
L00519,Buell,Super Cruiser,performance cruiser,2026,0,781,excellent,private,Southeast,winter,clean,1190,175,94,485,0.3608,1,0,0.483,1,13,0.568,27,32000.0,34000.0,-0.0588,fair deal
L00520,Buell,Blast,standard,2009,17,57890,good,auction,Northeast,summer,clean,492,34,30,360,0.0944,0,0,0.0,0,9,0.823,10,1200.0,1000.0,0.2,overpriced
L00521,Buell,1190SX,streetfighter,2020,6,20216,very good,private,Southeast,spring,rebuilt,1190,185,102,414,0.4469,1,1,0.255,1,12,0.384,34,7571.87,8052.1,-0.0596,fair deal
L00522,Buell,XB12R Firebolt,sportbike,2006,20,58383,good,dealer,Southwest,spring,clean,1203,103,84,395,0.2608,0,0,0.633,1,4,0.544,43,1200.0,1000.0,0.2,overpriced
L00523,Buell,Super Cruiser,performance cruiser,2025,1,1479,very good,private,Northeast,fall,clean,1190,175,94,485,0.3608,1,0,0.305,1,15,0.311,16,32000.0,34000.0,-0.0588,fair deal
L00524,Buell,1190SX,streetfighter,2021,5,32509,very good,private,Mountain,fall,clean,1190,185,102,414,0.4469,1,1,0.03,1,12,0.925,3,9718.07,9870.21,-0.0154,market price
L00525,Ducati,Monster,naked,2017,9,6953,good,private,Southeast,spring,clean,937,111,69,414,0.2681,1,0,0.251,1,11,0.522,35,4201.61,4646.1,-0.0957,fair deal
L00526,Buell,1125CR,streetfighter,2010,16,80936,very good,private,West Coast,winter,clean,1125,146,82,375,0.3893,0,0,0.646,1,8,0.685,8,1200.0,1000.0,0.2,overpriced
L00527,Buell,1125CR,streetfighter,2010,16,46178,good,private,Southeast,spring,clean,1125,146,82,375,0.3893,0,0,0.409,1,12,0.523,24,1200.0,1236.35,-0.0294,market price
L00528,Ducati,Monster,naked,2020,6,29606,good,private,West Coast,summer,clean,937,111,69,414,0.2681,1,0,0.227,1,1,0.62,22,6134.31,5141.14,0.1932,overpriced
L00529,Buell,Hammerhead 1190,superbike,2026,0,2076,excellent,dealer,Northeast,summer,clean,1190,185,102,419,0.4415,1,1,0.664,1,10,0.401,8,32000.0,34000.0,-0.0588,fair deal
L00530,Harley-Davidson,Sportster S,performance cruiser,2026,0,1015,fair,auction,West Coast,spring,clean,1252,121,94,502,0.241,1,0,0.319,1,7,0.981,10,15764.45,16559.52,-0.048,fair deal
L00531,Buell,Hammerhead 1190,superbike,2023,3,7959,fair,private,Southeast,spring,clean,1190,185,102,419,0.4415,1,1,0.555,0,5,0.446,13,18340.64,16041.73,0.1433,overpriced
L00532,Buell,1125CR,streetfighter,2010,16,3976,excellent,private,Northeast,spring,lien,1125,146,82,375,0.3893,0,0,0.22,1,11,0.489,14,3066.52,2652.91,0.1559,overpriced
L00533,Buell,1190SX,streetfighter,2019,7,6858,good,dealer,Southwest,fall,clean,1190,185,102,414,0.4469,1,1,0.604,1,6,1.0,10,12630.69,12166.71,0.0381,market price
L00534,Buell,1125CR,streetfighter,2010,16,47458,excellent,dealer,Midwest,fall,lien,1125,146,82,375,0.3893,0,0,0.493,1,9,0.589,6,1312.01,1373.5,-0.0448,fair deal
L00535,BMW,S1000R,naked,2022,4,7773,fair,dealer,Northeast,summer,clean,999,165,84,438,0.3767,1,0,0.315,1,5,0.852,8,9492.89,9374.97,0.0126,market price
L00536,Buell,Hammerhead 1190,superbike,2023,3,10553,very good,dealer,Mountain,fall,clean,1190,185,102,419,0.4415,1,1,0.506,1,12,0.959,21,21913.76,21549.2,0.0169,market price
L00537,Ducati,Monster,naked,2016,10,34076,good,auction,West Coast,winter,clean,937,111,69,414,0.2681,1,0,0.859,1,13,0.918,9,3215.92,2825.43,0.1382,overpriced
L00538,Buell,1125CR,streetfighter,2009,17,49766,excellent,private,Southwest,spring,clean,1125,146,82,375,0.3893,0,0,0.589,0,12,0.381,30,1418.04,1247.21,0.137,overpriced
L00539,Ducati,Monster,naked,2015,11,27913,good,dealer,Northeast,fall,clean,937,111,69,414,0.2681,1,0,0.086,1,6,0.608,8,2813.61,2865.78,-0.0182,market price
L00540,Buell,1190SX,streetfighter,2025,1,2103,good,private,Mountain,spring,clean,1190,185,102,414,0.4469,1,1,0.521,1,13,0.517,32,27546.99,25187.32,0.0937,overpriced
L00541,Buell,Hammerhead 1190,superbike,2026,0,676,very good,private,West Coast,summer,clean,1190,185,102,419,0.4415,1,1,0.235,1,8,1.0,13,32000.0,34000.0,-0.0588,fair deal
L00542,Buell,1190SX,streetfighter,2021,5,32372,excellent,private,Northeast,summer,clean,1190,185,102,414,0.4469,1,1,0.528,0,5,0.454,2,11191.29,11523.16,-0.0288,market price
L00543,Buell,1190SX,streetfighter,2026,0,628,good,auction,Northeast,winter,clean,1190,185,102,414,0.4469,1,1,0.618,1,4,0.61,6,23405.06,25603.09,-0.0858,fair deal
L00544,Ducati,Monster,naked,2022,4,23690,good,private,Southeast,summer,clean,937,111,69,414,0.2681,1,0,0.174,1,12,0.799,33,6737.5,6367.25,0.0581,market price
L00545,Buell,1125CR,streetfighter,2009,17,49496,good,private,Southwest,spring,clean,1125,146,82,375,0.3893,0,0,0.007,1,10,0.744,16,1200.0,1050.22,0.1426,overpriced
L00546,Buell,1125CR,streetfighter,2009,17,74711,very good,auction,West Coast,fall,clean,1125,146,82,375,0.3893,0,0,0.692,1,10,0.805,12,1200.0,1000.0,0.2,overpriced
L00547,Buell,Blast,standard,2007,19,86192,good,auction,Southeast,summer,clean,492,34,30,360,0.0944,0,0,0.467,0,11,0.681,12,1200.0,1000.0,0.2,overpriced
L00548,Buell,1190SX,streetfighter,2022,4,12585,poor,private,Southwest,fall,clean,1190,185,102,414,0.4469,1,1,0.426,1,8,0.579,60,10903.21,10415.24,0.0469,market price
L00549,KTM,1290 Super Duke R,naked,2015,11,60928,good,private,Midwest,winter,clean,1301,177,103,440,0.4023,1,0,0.159,0,4,0.761,5,1899.43,2195.66,-0.1349,strong deal
L00550,Buell,XB12R Firebolt,sportbike,2010,16,84343,very good,private,Southwest,winter,clean,1203,103,84,395,0.2608,0,0,0.0,1,9,0.494,30,1200.0,1000.0,0.2,overpriced
L00551,Buell,1190SX,streetfighter,2019,7,29732,excellent,dealer,Southwest,winter,clean,1190,185,102,414,0.4469,1,1,0.318,1,12,1.0,15,10395.96,9597.33,0.0832,overpriced
L00552,Buell,Super Cruiser,performance cruiser,2025,1,20,good,auction,Mountain,winter,clean,1190,175,94,485,0.3608,1,0,0.562,1,13,0.617,22,32000.0,32509.45,-0.0157,market price
L00553,Buell,Blast,standard,2007,19,48188,good,private,West Coast,fall,lien,492,34,30,360,0.0944,0,0,0.452,1,13,0.956,50,1200.0,1000.0,0.2,overpriced
L00554,Buell,1190SX,streetfighter,2024,2,12097,good,private,Northeast,spring,clean,1190,185,102,414,0.4469,1,1,0.174,1,15,0.441,18,21382.84,19195.36,0.114,overpriced
L00555,Buell,1190SX,streetfighter,2015,11,31182,good,dealer,Mountain,fall,clean,1190,185,102,414,0.4469,1,1,0.374,1,8,0.637,15,6152.97,5146.42,0.1956,overpriced
L00556,Buell,Blast,standard,2009,17,49469,good,dealer,Southeast,winter,clean,492,34,30,360,0.0944,0,0,0.596,1,7,0.658,32,1200.0,1000.0,0.2,overpriced
L00557,Buell,1190SX,streetfighter,2020,6,23165,good,private,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.222,1,16,0.375,42,9760.37,8916.75,0.0946,overpriced
L00558,Buell,XB12R Firebolt,sportbike,2004,22,42582,fair,dealer,West Coast,winter,clean,1203,103,84,395,0.2608,0,0,0.098,0,12,0.982,29,1200.0,1000.0,0.2,overpriced
L00559,Buell,Super Cruiser,performance cruiser,2026,0,992,poor,private,Southeast,summer,lien,1190,175,94,485,0.3608,1,0,0.173,0,12,0.476,18,24764.49,24668.52,0.0039,market price
L00560,Buell,1190SX,streetfighter,2025,1,217,very good,auction,Northeast,winter,clean,1190,185,102,414,0.4469,1,1,0.078,0,9,0.543,13,21707.74,21954.67,-0.0112,market price
L00561,Buell,1125CR,streetfighter,2009,17,36675,good,private,Southeast,winter,clean,1125,146,82,375,0.3893,0,0,0.45,0,10,0.437,53,1200.0,1047.63,0.1454,overpriced
L00562,Buell,Blast,standard,2005,21,93190,very good,private,Southwest,summer,clean,492,34,30,360,0.0944,0,0,0.389,1,6,0.69,26,1200.0,1000.0,0.2,overpriced
L00563,KTM,1290 Super Duke R,naked,2026,0,1264,very good,dealer,Southeast,winter,clean,1301,177,103,440,0.4023,1,0,0.492,0,5,0.762,9,25515.95,23365.33,0.092,overpriced
L00564,Buell,Super Cruiser,performance cruiser,2026,0,431,good,private,Midwest,fall,clean,1190,175,94,485,0.3608,1,0,0.025,1,11,0.77,20,32000.0,34000.0,-0.0588,fair deal
L00565,Yamaha,MT-09,naked,2017,9,23787,good,dealer,Mountain,summer,clean,890,117,68,417,0.2806,1,0,0.446,1,11,0.598,24,2644.91,2951.17,-0.1038,fair deal
L00566,BMW,S1000R,naked,2018,8,44013,excellent,private,Midwest,winter,lien,999,165,84,438,0.3767,1,0,0.301,1,13,0.532,23,2903.66,3502.39,-0.1709,strong deal
L00567,Buell,Blast,standard,2005,21,73867,very good,private,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.51,0,12,1.0,30,1200.0,1000.0,0.2,overpriced
L00568,Yamaha,MT-09,naked,2019,7,20751,excellent,private,Mountain,fall,clean,890,117,68,417,0.2806,1,0,0.307,0,14,0.479,32,3935.75,3742.7,0.0516,market price
L00569,KTM,1290 Super Duke R,naked,2025,1,1715,very good,private,Midwest,fall,clean,1301,177,103,440,0.4023,1,0,0.244,1,8,0.793,25,21684.18,20512.73,0.0571,market price
L00570,Harley-Davidson,Sportster S,performance cruiser,2021,5,20768,very good,auction,Midwest,spring,clean,1252,121,94,502,0.241,1,0,0.156,0,12,0.776,2,7533.54,7119.6,0.0581,market price
L00571,Buell,XB12R Firebolt,sportbike,2006,20,6214,very good,dealer,Southwest,summer,clean,1203,103,84,395,0.2608,0,0,0.407,0,14,0.442,66,1548.29,1312.56,0.1796,overpriced
L00572,Buell,Hammerhead 1190,superbike,2024,2,8420,poor,private,Northeast,fall,clean,1190,185,102,419,0.4415,1,1,0.342,1,8,0.316,36,15872.22,15386.75,0.0316,market price
L00573,Yamaha,MT-09,naked,2021,5,17865,very good,dealer,Southeast,spring,clean,890,117,68,417,0.2806,1,0,0.761,0,18,1.0,22,5190.89,5367.08,-0.0328,market price
L00574,Buell,XB12R Firebolt,sportbike,2006,20,49452,very good,auction,Northeast,fall,clean,1203,103,84,395,0.2608,0,0,0.116,1,9,0.705,45,1200.0,1000.0,0.2,overpriced
L00575,Buell,Super Cruiser,performance cruiser,2025,1,20,fair,private,Midwest,summer,clean,1190,175,94,485,0.3608,1,0,0.43,0,17,0.77,43,26225.26,28550.96,-0.0815,fair deal
L00576,Buell,Blast,standard,2004,22,31394,very good,private,West Coast,spring,rebuilt,492,34,30,360,0.0944,0,0,0.535,1,15,0.601,30,1200.0,1000.0,0.2,overpriced
L00577,Buell,Blast,standard,2008,18,89203,very good,dealer,Southwest,fall,clean,492,34,30,360,0.0944,0,0,0.507,1,14,0.644,37,1200.0,1000.0,0.2,overpriced
L00578,KTM,1290 Super Duke R,naked,2016,10,38982,very good,private,Mountain,winter,clean,1301,177,103,440,0.4023,1,0,0.764,1,11,0.723,13,4634.17,4481.64,0.034,market price
L00579,BMW,S1000R,naked,2016,10,16455,good,dealer,Southwest,winter,clean,999,165,84,438,0.3767,1,0,0.413,1,14,0.959,32,5218.18,4273.42,0.2211,overpriced
L00580,Buell,1190SX,streetfighter,2017,9,20280,good,private,Mountain,spring,rebuilt,1190,185,102,414,0.4469,1,1,0.214,0,12,0.573,23,4813.04,4950.37,-0.0277,market price
L00581,Buell,Hammerhead 1190,superbike,2023,3,3894,fair,dealer,Mountain,winter,clean,1190,185,102,419,0.4415,1,1,0.421,1,11,0.353,24,15225.34,17737.15,-0.1416,strong deal
L00582,Buell,Hammerhead 1190,superbike,2026,0,1365,excellent,private,Midwest,spring,clean,1190,185,102,419,0.4415,1,1,0.266,1,3,0.735,60,32000.0,34000.0,-0.0588,fair deal
L00583,Buell,1190SX,streetfighter,2016,10,52862,good,private,Midwest,summer,clean,1190,185,102,414,0.4469,1,1,0.169,1,6,0.69,17,3804.67,3820.35,-0.0041,market price
L00584,Buell,Hammerhead 1190,superbike,2023,3,3428,very good,private,Mountain,fall,clean,1190,185,102,419,0.4415,1,1,0.0,1,11,0.761,15,20726.82,20743.51,-0.0008,market price
L00585,Buell,Super Cruiser,performance cruiser,2025,1,3304,very good,private,West Coast,fall,clean,1190,175,94,485,0.3608,1,0,0.419,1,11,0.565,25,32000.0,34000.0,-0.0588,fair deal
L00586,Buell,XB12R Firebolt,sportbike,2007,19,87965,very good,private,Midwest,summer,clean,1203,103,84,395,0.2608,0,0,0.234,1,11,1.0,24,1200.0,1000.0,0.2,overpriced
L00587,Buell,1190SX,streetfighter,2025,1,1977,good,private,Midwest,winter,rebuilt,1190,185,102,414,0.4469,1,1,0.242,0,6,0.501,22,12345.02,13814.25,-0.1064,fair deal
L00588,Buell,1190SX,streetfighter,2024,2,3904,excellent,private,West Coast,summer,clean,1190,185,102,414,0.4469,1,1,0.0,0,17,1.0,5,21310.1,23911.34,-0.1088,fair deal
L00589,Yamaha,MT-09,naked,2024,2,11732,very good,private,Northeast,spring,clean,890,117,68,417,0.2806,1,0,0.152,0,10,0.652,19,8036.82,7586.1,0.0594,market price
L00590,Yamaha,MT-09,naked,2021,5,14877,very good,auction,Northeast,fall,clean,890,117,68,417,0.2806,1,0,0.085,1,5,0.611,11,4600.91,4870.59,-0.0554,fair deal
L00591,Yamaha,MT-09,naked,2023,3,9782,very good,dealer,Northeast,fall,clean,890,117,68,417,0.2806,1,0,0.599,1,10,0.843,9,7432.91,7932.43,-0.063,fair deal
L00592,Buell,1125CR,streetfighter,2010,16,50421,very good,dealer,Northeast,winter,clean,1125,146,82,375,0.3893,0,0,0.193,0,11,0.812,24,1293.72,1179.5,0.0968,overpriced
L00593,Buell,1125CR,streetfighter,2010,16,5248,fair,private,Southeast,summer,clean,1125,146,82,375,0.3893,0,0,0.285,1,16,0.686,8,1899.67,1871.01,0.0153,market price
